任务	1k Component	quest.Applied Energistics	line_Applied Energistics.txt	1314
任务	1k Crafting Storage	quest.Applied Energistics	line_Applied Energistics.txt	1315
任务	1k Essentia Component	quest.Applied Energistics	line_Applied Energistics.txt	2497
任务	1k Essentia Storage Cell	quest.Applied Energistics	line_Applied Energistics.txt	2501
任务	1k Fluid Component	quest.Applied Energistics	line_Applied Energistics.txt	2478
任务	1k Fluid Storage Cell	quest.Applied Energistics	line_Applied Energistics.txt	2482
任务	1k Item Storage Cell	quest.Applied Energistics	line_Applied Energistics.txt	1313
任务	2-Ethylanthrahydroquinone	quest.Space Race	line_Space Race.txt	2690
任务	2-Ethylanthraquinone	quest.Space Race	line_Space Race.txt	2691
任务	2-Nitrochlorobenzene	quest.Tier 5 - IV	line_Tier 5 - IV.txt	1693
任务	256k Component	quest.Applied Energistics	line_Applied Energistics.txt	2464
任务	256k Crafting Storage	quest.Applied Energistics	line_Applied Energistics.txt	2472
任务	256k Essentia Component	quest.Applied Energistics	line_Applied Energistics.txt	-4728780650118080217
任务	256k Essentia Storage Cell	quest.Applied Energistics	line_Applied Energistics.txt	-7584910742716174902
任务	256k Fluid Component	quest.Applied Energistics	line_Applied Energistics.txt	2489
任务	256k Fluid Storage Cell	quest.Applied Energistics	line_Applied Energistics.txt	2492
任务	256k Item Storage Cell	quest.Applied Energistics	line_Applied Energistics.txt	2468
任务	2x Steel	quest.Multiblock Goals	line_Multiblock Goals.txt	697
任务	3 Plus 4, Carry the 2...	quest.Novice Thaumaturgy	line_Novice Thaumaturgy.txt	1912
任务	3,3 Diaminobenzidine	quest.Tier 5 - IV	line_Tier 5 - IV.txt	1695
任务	3,3 Dichlorobenzidine	quest.Tier 5 - IV	line_Tier 5 - IV.txt	1694
任务	4096k Component	quest.Applied Energistics	line_Applied Energistics.txt	2466
任务	4096k Crafting Storage	quest.Applied Energistics	line_Applied Energistics.txt	2474
任务	4096k Essentia Component	quest.Applied Energistics	line_Applied Energistics.txt	-7214976492058174101
任务	4096k Essentia Storage Cell	quest.Applied Energistics	line_Applied Energistics.txt	-6004958964934582288
任务	4096k Fluid Component	quest.Applied Energistics	line_Applied Energistics.txt	2491
任务	4096k Fluid Storage Cell	quest.Applied Energistics	line_Applied Energistics.txt	2494
任务	4096k Item Storage Cell	quest.Applied Energistics	line_Applied Energistics.txt	2470
任务	4k Component	quest.Applied Energistics	line_Applied Energistics.txt	1317
任务	4k Crafting Storage	quest.Applied Energistics	line_Applied Energistics.txt	1318
任务	4k Essentia Component	quest.Applied Energistics	line_Applied Energistics.txt	2498
任务	4k Essentia Storage Cell	quest.Applied Energistics	line_Applied Energistics.txt	2502
任务	4k Fluid Component	quest.Applied Energistics	line_Applied Energistics.txt	2479
任务	4k Fluid Storage Cell	quest.Applied Energistics	line_Applied Energistics.txt	2483
任务	4k Item Storage Cell	quest.Applied Energistics	line_Applied Energistics.txt	1316
任务	4x Steel	quest.Multiblock Goals	line_Multiblock Goals.txt	698
任务	64k Component	quest.Applied Energistics	line_Applied Energistics.txt	1256
任务	64k Crafting Storage	quest.Applied Energistics	line_Applied Energistics.txt	1257
任务	64k Essentia Component	quest.Applied Energistics	line_Applied Energistics.txt	2500
任务	64k Essentia Storage Cell	quest.Applied Energistics	line_Applied Energistics.txt	2504
任务	64k Fluid Component	quest.Applied Energistics	line_Applied Energistics.txt	2481
任务	64k Fluid Storage Cell	quest.Applied Energistics	line_Applied Energistics.txt	2485
任务	64k Item Storage Cell	quest.Applied Energistics	line_Applied Energistics.txt	1255
任务	80 New Colors to Play With	quest.Building Better Bases	line_Building Better Bases.txt	1958
任务	A "Greater" Wand	quest.Novice Thaumaturgy	line_Novice Thaumaturgy.txt	234
任务	A Backpack for Bees	quest.How to Be(e)	line_How to Be(e).txt	2745
任务	A Bag for Butterflies, yawn	quest.How to Be(e)	line_How to Be(e).txt	2747
任务	A Battlemage's Best Friend	quest.Focus on Wand Foci & EMT	line_Focus on Wand Foci & EMT.txt	1399
任务	A Beginner's Guide to Particle Physics	quest.Multiblock Goals	line_Multiblock Goals.txt	-8602150355407157686
任务	A Better Coolant for Your Superconductors	quest.Tier 11 - UIV	line_Tier 11 - UIV.txt	-7880130124221230423
任务	A Better Crafting Table	quest.Tier 0 - Stone Age	line_Tier 0 - Stone Age.txt	1508
任务	A Better Fluid Pipe	quest.Novice Thaumaturgy	line_Novice Thaumaturgy.txt	2046
任务	A Better Furnace!	quest.Tier 0 - Stone Age	line_Tier 0 - Stone Age.txt	-4916213553338882423
任务	A Better Lunch Bag	quest.Tier 0 - Stone Age	line_Tier 0 - Stone Age.txt	489
任务	A Better Rocket Fuel	quest.Space Race	line_Space Race.txt	-6913291740074859566
任务	A Better Way To Generate Oxygen	quest.Space Race	line_Space Race.txt	-8825008741784511339
任务	A Better Way to Find Items	quest.Tier 0.5 - Steam	line_Tier 0.5 - Steam.txt	2026
任务	A Big Ugly Snake	quest.Kill All the Things	line_Kill All the Things.txt	902
任务	A Blast to the Past	quest.Tier 9 - UHV	line_Tier 9 - UHV.txt	-6184321923537677060
任务	A Bloodmage's Sword	quest.Paying the Highest Price	line_Paying the Highest Price.txt	432
任务	A Botanist's Best Friend	quest.Flower Power	line_Flower Power.txt	3258
任务	A Casing	quest.Tier 7 - ZPM	line_Tier 7 - ZPM.txt	377
任务	A Chest for Bees	quest.How to Be(e)	line_How to Be(e).txt	1111
任务	A Chest for...Butterflies? Really?	quest.How to Be(e)	line_How to Be(e).txt	2746
任务	A Clear View	quest.Tier 0.5 - Steam	line_Tier 0.5 - Steam.txt	52
任务	A Dark Path to Travel Down...	quest.Look to the Edges	line_Look to the Edges.txt	1651
任务	A Deal With Alfar Industries	quest.Flower Power	line_Flower Power.txt	3232
任务	A Digital Singularity	quest.Applied Energistics	line_Applied Energistics.txt	468
任务	A Diode, But For Condensate	quest.Tier 11 - UIV	line_Tier 11 - UIV.txt	-6646732400330274064
任务	A Few More Things...	quest.Tier 7 - ZPM	line_Tier 7 - ZPM.txt	385
任务	A Fisherman's Friend	quest.Feeding Yourself	line_Feeding Yourself.txt	632
任务	A Fool Fit for a King	quest.Tier 0.5 - Steam	line_Tier 0.5 - Steam.txt	2140
任务	A Fork in The Road	quest.Tier 11 - UIV	line_Tier 11 - UIV.txt	-6770209432224401378
任务	A Glimpse Into A Watery Future	quest.Flower Power	line_Flower Power.txt	3227
任务	A Green Revolution	quest.extra_MultipleQuestLine	line_extra_MultipleQuestLine.txt	718
任务	A Knightly Snack	quest.The Green Revolution	line_The Green Revolution.txt	-8102572719313281434
任务	A Lead About Lead That Leads to Lead	quest.Tier 1 - LV	line_Tier 1 - LV.txt	608
任务	A Little Bit of Sifting	quest.Tier 5 - IV	line_Tier 5 - IV.txt	3055
任务	A Little More Sigma (Squared)	quest.Multiblock Goals	line_Multiblock Goals.txt	-8611731264735512226
任务	A Magical Box	quest.Adept Thaumaturgy	line_Adept Thaumaturgy.txt	2020
任务	A Magical Lunchbox?	quest.Feeding Yourself	line_Feeding Yourself.txt	-8255771698725672534
任务	A Magical Tank	quest.Adept Thaumaturgy	line_Adept Thaumaturgy.txt	2021
任务	A Minor Roadblock	quest.Endgame Goals	line_Endgame Goals.txt	-4808900285548959726
任务	A Modern Technology	quest.Building Better Bases	line_Building Better Bases.txt	-8955940478007720167
任务	A More Powerful "Scale"	quest.Novice Thaumaturgy	line_Novice Thaumaturgy.txt	236
任务	A New Alloy - Cobalt Brass	quest.Tier 1 - LV	line_Tier 1 - LV.txt	541
任务	A New Alloy - Magnalium	quest.Tier 1 - LV	line_Tier 1 - LV.txt	1149
任务	A New Alloy, Soularium	quest.Tier 2 - MV	line_Tier 2 - MV.txt	166
任务	A New Home	quest.How to Be(e)	line_How to Be(e).txt	502
任务	A New Way to "Farm" Resources	quest.Novice Thaumaturgy	line_Novice Thaumaturgy.txt	302
任务	A Not So Useful Scanner...	quest.Multiblock Goals	line_Multiblock Goals.txt	-5594786792833372990
任务	A Pechuliar Merchant	quest.Novice Thaumaturgy	line_Novice Thaumaturgy.txt	-6442987415315414167
任务	A Portable Barrel?	quest.extra_MultipleQuestLine	line_extra_MultipleQuestLine.txt	-7429140403958989457
任务	A Problem that Matters	quest.Tier 7 - ZPM	line_Tier 7 - ZPM.txt	380
任务	A Proposal?!	quest.The Green Revolution	line_The Green Revolution.txt	1800
任务	A Quicker Way to Get Around	quest.extra_MultipleQuestLine	line_extra_MultipleQuestLine.txt	1926
任务	A Quite Different Storage	quest.extra_MultipleQuestLine	line_extra_MultipleQuestLine.txt	119
任务	A Rather Cruel Disposal	quest.How to Be(e)	line_How to Be(e).txt	516
任务	A Reward	quest.Space Race	line_Space Race.txt	214
任务	A Second Reactor?	quest.Powerful Nuclear Physics	line_Powerful Nuclear Physics.txt	3207
任务	A Second Ring has Hit the Godforge	quest.Tier 12 - UMV	line_Tier 12 - UMV.txt	-4764888386348873901
任务	A Series of Tubes	quest.Forestry and Multifarms	line_Forestry and Multifarms.txt	581
任务	A Sift, a Sift! My Kingdom for a Sift!	quest.Tier 5 - IV	line_Tier 5 - IV.txt	3065
任务	A Silverwood Wand at Last	quest.Adept Thaumaturgy	line_Adept Thaumaturgy.txt	263
任务	A Simple Cart	quest.Basic Automation	line_Basic Automation.txt	111
任务	A Small Reward: The Infinite Spray Can	quest.Tier 5 - IV	line_Tier 5 - IV.txt	-8746080893915019949
任务	A Solder Singularity	quest.Tier 12 - UMV	line_Tier 12 - UMV.txt	-8702313707335552401
任务	A Soul Vessel	quest.Tier 2 - MV	line_Tier 2 - MV.txt	168
任务	A Soul-ution For Warp	quest.Adept Thaumaturgy	line_Adept Thaumaturgy.txt	1875
任务	A Steam-Powered Whirl!	quest.Mass Processing	line_Mass Processing.txt	-8361079222456284577
任务	A Stim a Day Keeps the Doctor Awake	quest.How to Be(e)	line_How to Be(e).txt	2093
任务	A Summary of Crossbreeding	quest.The Green Revolution	line_The Green Revolution.txt	-4631197653832881856
任务	A T0 Rocket? What?	quest.Space Race	line_Space Race.txt	-7352238207613032698
任务	A Table to Work On	quest.Novice Thaumaturgy	line_Novice Thaumaturgy.txt	227
任务	A Taste of Their Own Medicine	quest.Focus on Wand Foci & EMT	line_Focus on Wand Foci & EMT.txt	1396
任务	A Toolbox For All Your Tools	quest.extra_MultipleQuestLine	line_extra_MultipleQuestLine.txt	-8520066877283414062
任务	A Travel Companion	quest.Adept Thaumaturgy	line_Adept Thaumaturgy.txt	2267
任务	A Truly Sharp Saw Blade	quest.Tier 1 - LV	line_Tier 1 - LV.txt	540
任务	A Universe In Your Drives	quest.Endgame Goals	line_Endgame Goals.txt	-7609661066826096144
任务	A Very Important Alloy	quest.Tier 0.5 - Steam	line_Tier 0.5 - Steam.txt	48
任务	A Very Useful Scanner	quest.Multiblock Goals	line_Multiblock Goals.txt	941
任务	A Vision of the Future (FPS Drop Not Included)	quest.Tier 7 - ZPM	line_Tier 7 - ZPM.txt	2634
任务	A Volcano For Your Base.	quest.Mass Processing	line_Mass Processing.txt	389
任务	A Wizard's Staff Has a Knob on the End	quest.Adept Thaumaturgy	line_Adept Thaumaturgy.txt	887
任务	A true blood-mage	quest.Paying the Highest Price	line_Paying the Highest Price.txt	437
任务	AE Essentia Storage	quest.Applied Energistics	line_Applied Energistics.txt	2495
任务	AE Spatial Storage	quest.Applied Energistics	line_Applied Energistics.txt	2506
任务	AE Spatial Storage	quest.Applied Energistics	line_Applied Energistics.txt	2505
任务	AE Spatial Storage	quest.Applied Energistics	line_Applied Energistics.txt	2507
任务	AE Spatial Storage	quest.Applied Energistics	line_Applied Energistics.txt	2508
任务	AE Spatial Storage	quest.Applied Energistics	line_Applied Energistics.txt	2510
任务	AE Spatial Storage	quest.Applied Energistics	line_Applied Energistics.txt	2509
任务	AE Spatial Storage	quest.Applied Energistics	line_Applied Energistics.txt	2511
任务	AE Tier 1 Fluid Storage	quest.Applied Energistics	line_Applied Energistics.txt	2477
任务	AE Tier 1 Item Storage	quest.Applied Energistics	line_Applied Energistics.txt	1311
任务	AE Tier 2 Fluid Storage	quest.Applied Energistics	line_Applied Energistics.txt	-4667288543375339252
任务	AE Tier 2 Item Storage	quest.Applied Energistics	line_Applied Energistics.txt	1319
任务	AE Tier 3 Item Storage	quest.Applied Energistics	line_Applied Energistics.txt	2463
任务	AE Tier 4 Item Storage	quest.Applied Energistics	line_Applied Energistics.txt	2476
任务	AMERICA!!!!!!!!!	quest.How to Generate Power	line_How to Generate Power.txt	-5802810217373252190
任务	ASoC - Advanced System on a Chip	quest.Tier 5 - IV	line_Tier 5 - IV.txt	1685
任务	Abandoned	quest.Be(e) Breeding	line_Be(e) Breeding.txt	2245
任务	Absolute Purity	quest.extra_MultipleQuestLine	line_extra_MultipleQuestLine.txt	-6269476597080921136
任务	Absorbing Magic Energy to Produce EU EV	quest.How to Generate Power	line_How to Generate Power.txt	2825
任务	Absorbing Magic Energy to Produce EU HV	quest.How to Generate Power	line_How to Generate Power.txt	2822
任务	Absorbing Magic Energy to Produce EU LV	quest.How to Generate Power	line_How to Generate Power.txt	2824
任务	Absorbing Magic Energy to Produce EU MV	quest.How to Generate Power	line_How to Generate Power.txt	2823
任务	Absorption Filter	quest.Multiblock Goals	line_Multiblock Goals.txt	2982
任务	Acacia Bonsai	quest.The Green Revolution	line_The Green Revolution.txt	-7328065676341450717
任务	Accelerated Plant Growth	quest.Tier 0.5 - Steam	line_Tier 0.5 - Steam.txt	705
任务	Accelerating Things	quest.Tier 6 - LuV	line_Tier 6 - LuV.txt	202
任务	Accelerating Things II	quest.Tier 6 - LuV	line_Tier 6 - LuV.txt	1681
任务	Accelerating Things III	quest.Tier 6 - LuV	line_Tier 6 - LuV.txt	1682
任务	According To All Known Laws Of Mana Generation...	quest.Flower Power	line_Flower Power.txt	3270
任务	Acetic Acid	quest.Tier 2 - MV	line_Tier 2 - MV.txt	852
任务	Acetone and Ethenone	quest.Working with Oil	line_Working with Oil.txt	3006
任务	Acid Trip	quest.How to Generate Power	line_How to Generate Power.txt	2792
任务	Actually Copying Cultures	quest.Tier 8 - UV	line_Tier 8 - UV.txt	2714
任务	Adding More Functions	quest.Novice Thaumaturgy	line_Novice Thaumaturgy.txt	-5563376651650091647
任务	Adept Thaumaturgy	quest.Adept Thaumaturgy	line_Adept Thaumaturgy.txt	260
任务	Admit it, You Love This Pt 1 in UV	quest.Tier 8 - UV	line_Tier 8 - UV.txt	2614
任务	Admit it, You Love This Pt 2 in UV	quest.Tier 8 - UV	line_Tier 8 - UV.txt	2615
任务	Adv. Stocking Bus	quest.Applied Energistics	line_Applied Energistics.txt	-5092663277638354864
任务	Advanced Assembly Line	quest.Mass Processing	line_Mass Processing.txt	-5847927107856321162
任务	Advanced Autoclaving	quest.Mass Processing	line_Mass Processing.txt	-6902980861914057189
任务	Advanced Cable Cluster	quest.SFM and Computers	line_SFM and Computers.txt	2013
任务	Advanced Centrifuge	quest.Tier 2 - MV	line_Tier 2 - MV.txt	1322
任务	Advanced Circuit Assembler	quest.Tier 3 - HV	line_Tier 3 - HV.txt	1221
任务	Advanced Circuit Assembler II	quest.Tier 3 - HV	line_Tier 3 - HV.txt	1222
任务	Advanced Circuits	quest.Tier 2 - MV	line_Tier 2 - MV.txt	838
任务	Advanced Coke Oven	quest.Bio for the Masses	line_Bio for the Masses.txt	3103
任务	Advanced Compressor	quest.Tier 2 - MV	line_Tier 2 - MV.txt	1320
任务	Advanced Concrete Backfiller	quest.Building Better Bases	line_Building Better Bases.txt	-8895157193571960177
任务	Advanced Crystal SoC Production	quest.Tier 8 - UV	line_Tier 8 - UV.txt	-8574346973951287410
任务	Advanced Detector Rail	quest.Basic Automation	line_Basic Automation.txt	1553
任务	Advanced Electric Jetpack	quest.Getting Around...	line_Getting Around....txt	653
任务	Advanced Filing Cabinet	quest.Building Better Bases	line_Building Better Bases.txt	-8137664697343933653
任务	Advanced Fluid Extractor	quest.Tier 2 - MV	line_Tier 2 - MV.txt	1324
任务	Advanced Gem Enchantment	quest.Hardcore End(er) Expansion	line_Hardcore End(er) Expansion.txt	2366
任务	Advanced Glue	quest.Tier 4 - EV	line_Tier 4 - EV.txt	459
任务	Advanced Heat Exchanger	quest....Without Dying	line_...Without Dying.txt	797
任务	Advanced Ilmenite Processing	quest.Tier 4 - EV	line_Tier 4 - EV.txt	2562
任务	Advanced Inventory Relay	quest.SFM and Computers	line_SFM and Computers.txt	2004
任务	Advanced MB Construction	quest.Multiblock Goals	line_Multiblock Goals.txt	2856
任务	Advanced Macerator	quest.Tier 2 - MV	line_Tier 2 - MV.txt	1321
任务	Advanced Mechanical Armor	quest....Without Dying	line_...Without Dying.txt	-7993929316091213549
任务	Advanced Mob Protection	quest.Tier 4 - EV	line_Tier 4 - EV.txt	200
任务	Advanced Mutatron	quest.How to Be(e)	line_How to Be(e).txt	513
任务	Advanced Nano Chestplate	quest.extra_MultipleQuestLine	line_extra_MultipleQuestLine.txt	654
任务	Advanced Neutronium Tech	quest.Applied Energistics	line_Applied Energistics.txt	-7887020035666230346
任务	Advanced Node Stabilizer	quest.Adept Thaumaturgy	line_Adept Thaumaturgy.txt	1383
任务	Advanced Rituals	quest.Paying the Highest Price	line_Paying the Highest Price.txt	712
任务	Advanced SMDs	quest.Tier 6 - LuV	line_Tier 6 - LuV.txt	2608
任务	Advanced Solar Boilers	quest.Tier 0.5 - Steam	line_Tier 0.5 - Steam.txt	2389
任务	Advanced Wafers	quest.Space Race	line_Space Race.txt	831
任务	Advanced Xeninol	quest.How to Generate Power	line_How to Generate Power.txt	-7154632998014096877
任务	Adventure Time!	quest.Kill All the Things	line_Kill All the Things.txt	903
任务	Aer	quest.Be(e) Breeding	line_Be(e) Breeding.txt	2224
任务	Agrarian	quest.Be(e) Breeding	line_Be(e) Breeding.txt	2287
任务	Air-Filter	quest.Multiblock Goals	line_Multiblock Goals.txt	2981
任务	Airlocks	quest.Space Race	line_Space Race.txt	1465
任务	Akihabara	quest.Tier 1 - LV	line_Tier 1 - LV.txt	1653
任务	Alchemy With Blood	quest.Paying the Highest Price	line_Paying the Highest Price.txt	410
任务	Alcohols Here	quest.Bio for the Masses	line_Bio for the Masses.txt	3124
任务	Alfheim	quest.Flower Power	line_Flower Power.txt	3230
任务	Algae Pond	quest.Multiblock Goals	line_Multiblock Goals.txt	-8996825125550293613
任务	All Alone in the Night	quest.extra_MultipleQuestLine	line_extra_MultipleQuestLine.txt	1495
任务	All Good Things...	quest.Tier 8 - UV	line_Tier 8 - UV.txt	2647
任务	All Those Chunks, All in a Row	quest.Tier 2 - MV	line_Tier 2 - MV.txt	2014
任务	All We Are is Dust in the Wind	quest.Tier 2 - MV	line_Tier 2 - MV.txt	1850
任务	All Your Card Are Belong To Us	quest.SFM and Computers	line_SFM and Computers.txt	1749
任务	All the Crops You Could Want	quest.Tier 2 - MV	line_Tier 2 - MV.txt	1518
任务	All the Finest Cuts of Meat	quest.Tier 0 - Stone Age	line_Tier 0 - Stone Age.txt	1476
任务	Alleviating Warp	quest.Novice Thaumaturgy	line_Novice Thaumaturgy.txt	-7122426930826890446
任务	Alloy Smelter	quest.Tier 1 - LV	line_Tier 1 - LV.txt	116
任务	Almost Done With Rhodium	quest.Tier 5 - IV	line_Tier 5 - IV.txt	2327
任务	Almost Like Steel	quest....Without Dying	line_...Without Dying.txt	171
任务	Almost Success	quest.Tier 6 - LuV	line_Tier 6 - LuV.txt	2941
任务	Almost Unbreakable	quest....Without Dying	line_...Without Dying.txt	219
任务	Alpha and Omega	quest.Applied Energistics	line_Applied Energistics.txt	2532
任务	Alternate Nuclear Fuel: Tiberium	quest.How to Generate Power	line_How to Generate Power.txt	198
任务	Alternative to blasting off!?	quest.Getting Around...	line_Getting Around....txt	-9191592960624051857
任务	Aluminium	quest.Be(e) Breeding	line_Be(e) Breeding.txt	2198
任务	Aluminium Berries	quest.The Green Revolution	line_The Green Revolution.txt	-7140032311327849799
任务	Aluminium Tank	quest.Tier 1 - LV	line_Tier 1 - LV.txt	2979
任务	Alvearies	quest.How to Be(e)	line_How to Be(e).txt	1123
任务	Americium	quest.Be(e) Breeding	line_Be(e) Breeding.txt	362
任务	Americium Doped Wafers	quest.Tier 8 - UV	line_Tier 8 - UV.txt	2041
任务	Ammonia	quest.Tier 3 - HV	line_Tier 3 - HV.txt	854
任务	Ammonia Source	quest.Working with Oil	line_Working with Oil.txt	3007
任务	Amplifying Your UUM Production	quest.Tier 3 - HV	line_Tier 3 - HV.txt	1876
任务	An Alternative to Torches	quest.Novice Thaumaturgy	line_Novice Thaumaturgy.txt	255
任务	An Appropriate Weapon	quest.Focus on Wand Foci & EMT	line_Focus on Wand Foci & EMT.txt	289
任务	An Awesome Magic Conductor	quest.Adept Thaumaturgy	line_Adept Thaumaturgy.txt	261
任务	An End To Deforestation	quest.Mass Processing	line_Mass Processing.txt	-6915086947092752744
任务	An Even More Mega EBF	quest.Tier 11 - UIV	line_Tier 11 - UIV.txt	-6067382707378224204
任务	An Eye at the End of Time	quest.Tier 12 - UMV	line_Tier 12 - UMV.txt	-7384462910267243515
任务	An Industrial Mobfarm	quest.Multiblock Goals	line_Multiblock Goals.txt	373
任务	An Offering To The Gods	quest.Endgame Goals	line_Endgame Goals.txt	-8011652819512948101
任务	An Unexpected Bonus	quest.Multiblock Goals	line_Multiblock Goals.txt	82
任务	Analyze Them All	quest.How to Be(e)	line_How to Be(e).txt	503
任务	Analyzing the Soil	quest.Tier 1 - LV	line_Tier 1 - LV.txt	767
任务	Ancient	quest.Be(e) Breeding	line_Be(e) Breeding.txt	2281
任务	And Another Digital Singularity	quest.Applied Energistics	line_Applied Energistics.txt	-7226135969109944920
任务	And It Will Never Break	quest.extra_MultipleQuestLine	line_extra_MultipleQuestLine.txt	152
任务	And There Shall be Light	quest.How to Be(e)	line_How to Be(e).txt	518
任务	Angel Wings	quest.Getting Around...	line_Getting Around....txt	1344
任务	Angel Wings - Combine!	quest.extra_MultipleQuestLine	line_extra_MultipleQuestLine.txt	1356
任务	Angel Wings - Ultra Force!	quest.Getting Around...	line_Getting Around....txt	1355
任务	Animal Farms	quest.Tier 0 - Stone Age	line_Tier 0 - Stone Age.txt	482
任务	Animal Trapping	quest.Feeding Yourself	line_Feeding Yourself.txt	631
任务	Annihilation and Formation	quest.Applied Energistics	line_Applied Energistics.txt	1301
任务	Another Acid to Worry About!	quest.Tier 5 - IV	line_Tier 5 - IV.txt	2309
任务	Another Cauldron	quest.Look to the Edges	line_Look to the Edges.txt	1587
任务	Another Chemical Multiblock?	quest.Mass Processing	line_Mass Processing.txt	3210
任务	Another Digital Singularity	quest.Applied Energistics	line_Applied Energistics.txt	-7261779885652482879
任务	Another Fuel Source	quest.Tier 0 - Stone Age	line_Tier 0 - Stone Age.txt	29
任务	Another One Bites the Salt	quest.Tier 5 - IV	line_Tier 5 - IV.txt	2324
任务	Another Path to Ethanol	quest.Forestry and Multifarms	line_Forestry and Multifarms.txt	2051
任务	Another Solvent	quest.Tier 6 - LuV	line_Tier 6 - LuV.txt	2934
任务	Another Type of Steel	quest.Tier 11 - UIV	line_Tier 11 - UIV.txt	-7374234948579230118
任务	Another Use for Java, I Mean Lava	quest.Tier 0.5 - Steam	line_Tier 0.5 - Steam.txt	61
任务	Anti-Magnetism	quest.Flower Power	line_Flower Power.txt	3259
任务	Antimony	quest.Tier 1 - LV	line_Tier 1 - LV.txt	598
任务	Antimony and Chlorine	quest.Tier 6 - LuV	line_Tier 6 - LuV.txt	2922
任务	Apatite	quest.Be(e) Breeding	line_Be(e) Breeding.txt	2291
任务	Apiarist's Cloth	quest.How to Be(e)	line_How to Be(e).txt	996
任务	Applied Crafting	quest.Applied Energistics	line_Applied Energistics.txt	182
任务	Applied Greg?	quest.Applied Energistics	line_Applied Energistics.txt	2877
任务	Apprentice Orb	quest.Paying the Highest Price	line_Paying the Highest Price.txt	423
任务	Apprentice Striders	quest....Without Dying	line_...Without Dying.txt	-5054324916620002708
任务	Appropriate Power	quest.extra_MultipleQuestLine	line_extra_MultipleQuestLine.txt	190
任务	Aqua	quest.Be(e) Breeding	line_Be(e) Breeding.txt	2220
任务	Arc Lamp	quest.extra_MultipleQuestLine	line_extra_MultipleQuestLine.txt	1464
任务	Arcane	quest.Be(e) Breeding	line_Be(e) Breeding.txt	2212
任务	Archmage Orb. Let Them Come!	quest.Paying the Highest Price	line_Paying the Highest Price.txt	707
